District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Gender,Age-Group,Indicator,Value
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,50 - 54 Years,Can't read & write,1762
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,50 - 54 Years,Literacy not stated,6
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,55 - 59 Years,Population aged 5 years & above,2933
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,55 - 59 Years,Can read & write,1180
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,55 - 59 Years,Can read only,82
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,55 - 59 Years,Can't read & write,1667
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,55 - 59 Years,Literacy not stated,4
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,60 - 64 Years,Population aged 5 years & above,2920
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,60 - 64 Years,Can read & write,933
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,60 - 64 Years,Can read only,98
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,60 - 64 Years,Can't read & write,1881
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,60 - 64 Years,Literacy not stated,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,65 - 69 Years,Population aged 5 years & above,2350
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,65 - 69 Years,Can read & write,690
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,65 - 69 Years,Can read only,58
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,65 - 69 Years,Can't read & write,1597
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,65 - 69 Years,Literacy not stated,5
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,70 - 74 Years,Population aged 5 years & above,1870
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,70 - 74 Years,Can read & write,470
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,70 - 74 Years,Can read only,48
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,70 - 74 Years,Can't read & write,1346
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,70 - 74 Years,Literacy not stated,6
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,75+ Years,Population aged 5 years & above,1698
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,75+ Years,Can read & write,383
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,75+ Years,Can read only,47
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,75+ Years,Can't read & write,1262
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,75+ Years,Literacy not stated,6
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,05 Year,Population aged 5 years & above,4252
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,05 Year,Can read & write,1097
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,05 Year,Can read only,923
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,05 Year,Can't read & write,2218
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,05 Year,Literacy not stated,14
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,06 Year,Population aged 5 years & above,4141
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,06 Year,Can read & write,1808
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,06 Year,Can read only,556
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,06 Year,Can't read & write,1771
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,06 Year,Literacy not stated,6
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,07 Year,Population aged 5 years & above,3796
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,07 Year,Can read & write,2392
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,07 Year,Can read only,395
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,07 Year,Can't read & write,1006
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,07 Year,Literacy not stated,3
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,08 Year,Population aged 5 years & above,4234
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,08 Year,Can read & write,3171
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,08 Year,Can read only,297
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,08 Year,Can't read & write,763
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,08 Year,Literacy not stated,3
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,09 Year,Population aged 5 years & above,3337
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,09 Year,Can read & write,2790
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,09 Year,Can read only,154
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,09 Year,Can't read & write,391
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,09 Year,Literacy not stated,2
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,10 Year,Population aged 5 years & above,4410
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,10 Year,Can read & write,3823
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,10 Year,Can read only,151
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,10 Year,Can't read & write,435
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,10 Year,Literacy not stated,1
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,11 Year,Population aged 5 years & above,3138
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,11 Year,Can read & write,2828
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,11 Year,Can read only,67
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,11 Year,Can't read & write,243
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,11 Year,Literacy not stated,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,12 Year,Population aged 5 years & above,4552
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,12 Year,Can read & write,4167
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,12 Year,Can read only,51
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,12 Year,Can't read & write,332
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,12 Year,Literacy not stated,2
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,13 Year,Population aged 5 years & above,3596
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,13 Year,Can read & write,3254
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,13 Year,Can read only,39
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,13 Year,Can't read & write,303
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,13 Year,Literacy not stated,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,14 Year,Population aged 5 years & above,3790
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,14 Year,Can read & write,3331
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,14 Year,Can read only,48
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,14 Year,Can't read & write,411
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,14 Year,Literacy not stated,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,15 Year,Population aged 5 years & above,3287
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,15 Year,Can read & write,2714
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,15 Year,Can read only,50
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,15 Year,Can't read & write,519
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,15 Year,Literacy not stated,4
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,16 - 19 Years,Population aged 5 years & above,11431
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,16 - 19 Years,Can read & write,7920
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,16 - 19 Years,Can read only,204
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,16 - 19 Years,Can't read & write,3301
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,16 - 19 Years,Literacy not stated,6
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,20 - 24 Years,Population aged 5 years & above,11067
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,20 - 24 Years,Can read & write,5121
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,20 - 24 Years,Can read only,373
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,20 - 24 Years,Can't read & write,5555
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,20 - 24 Years,Literacy not stated,18
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,25 - 29 Years,Population aged 5 years & above,9475
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,25 - 29 Years,Can read & write,2758
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,25 - 29 Years,Can read only,376
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,25 - 29 Years,Can't read & write,6318
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,25 - 29 Years,Literacy not stated,23
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,30 - 34 Years,Population aged 5 years & above,7749
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,30 - 34 Years,Can read & write,1491
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,30 - 34 Years,Can read only,354
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,30 - 34 Years,Can't read & write,5894
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,30 - 34 Years,Literacy not stated,10
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,35 - 39 Years,Population aged 5 years & above,7004
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,35 - 39 Years,Can read & write,999
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,35 - 39 Years,Can read only,266
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,35 - 39 Years,Can't read & write,5719
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,35 - 39 Years,Literacy not stated,20
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,40 - 44 Years,Population aged 5 years & above,5946
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,40 - 44 Years,Can read & write,602
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,40 - 44 Years,Can read only,95
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,40 - 44 Years,Can't read & write,5231
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,40 - 44 Years,Literacy not stated,18
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,45 - 49 Years,Population aged 5 years & above,4978
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,45 - 49 Years,Can read & write,391
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,45 - 49 Years,Can read only,68
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,45 - 49 Years,Can't read & write,4503
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,45 - 49 Years,Literacy not stated,16
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,50 - 54 Years,Population aged 5 years & above,3873
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,50 - 54 Years,Can read & write,187
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,50 - 54 Years,Can read only,52
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,50 - 54 Years,Can't read & write,3623
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,50 - 54 Years,Literacy not stated,11
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,55 - 59 Years,Population aged 5 years & above,3176
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,55 - 59 Years,Can read & write,136
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,55 - 59 Years,Can read only,36
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,55 - 59 Years,Can't read & write,2998
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,55 - 59 Years,Literacy not stated,6
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,60 - 64 Years,Population aged 5 years & above,4224
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,60 - 64 Years,Can read & write,127
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,60 - 64 Years,Can read only,32
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,60 - 64 Years,Can't read & write,4056
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,60 - 64 Years,Literacy not stated,9
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,65 - 69 Years,Population aged 5 years & above,3283
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,65 - 69 Years,Can read & write,63
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,65 - 69 Years,Can read only,15
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,65 - 69 Years,Can't read & write,3198
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,65 - 69 Years,Literacy not stated,7
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,70 - 74 Years,Population aged 5 years & above,2715
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,70 - 74 Years,Can read & write,46
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,70 - 74 Years,Can read only,13
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,70 - 74 Years,Can't read & write,2648
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,70 - 74 Years,Literacy not stated,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,75+ Years,Population aged 5 years & above,2083
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,75+ Years,Can read & write,33
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,75+ Years,Can read only,10
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,75+ Years,Can't read & write,2034
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,75+ Years,Literacy not stated,6
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,05 Year,Population aged 5 years & above,2462
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,05 Year,Can read & write,1127
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,05 Year,Can read only,374
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,05 Year,Can't read & write,956
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,05 Year,Literacy not stated,5
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,06 Year,Population aged 5 years & above,2384
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,06 Year,Can read & write,1688
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,06 Year,Can read only,203
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,06 Year,Can't read & write,492
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,06 Year,Literacy not stated,1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,07 Year,Population aged 5 years & above,2673
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,07 Year,Can read & write,2293
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,07 Year,Can read only,141
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,07 Year,Can't read & write,239
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,07 Year,Literacy not stated,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,08 Year,Population aged 5 years & above,2696
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,08 Year,Can read & write,2477
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,08 Year,Can read only,93
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,08 Year,Can't read & write,125
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,08 Year,Literacy not stated,1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,09 Year,Population aged 5 years & above,2463
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,09 Year,Can read & write,2359
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,09 Year,Can read only,43
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,09 Year,Can't read & write,60
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,09 Year,Literacy not stated,1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,10 Year,Population aged 5 years & above,2940
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,10 Year,Can read & write,2848
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,10 Year,Can read only,35
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,10 Year,Can't read & write,57
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,10 Year,Literacy not stated,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,11 Year,Population aged 5 years & above,2693
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,11 Year,Can read & write,2631
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,11 Year,Can read only,11
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,11 Year,Can't read & write,51
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,11 Year,Literacy not stated,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,12 Year,Population aged 5 years & above,3085
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,12 Year,Can read & write,3043
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,12 Year,Can read only,12
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,12 Year,Can't read & write,30
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,12 Year,Literacy not stated,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,13 Year,Population aged 5 years & above,2735
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,13 Year,Can read & write,2688
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,13 Year,Can read only,14
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,13 Year,Can't read & write,33
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,13 Year,Literacy not stated,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,14 Year,Population aged 5 years & above,2515
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,14 Year,Can read & write,2471
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,14 Year,Can read only,12
