District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Gender,Age-Group,Indicator,Value
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,00 - 14 Years,1 – 5 years,72
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,00 - 14 Years,6 – 10 years,47
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,00 - 14 Years,More than 10 years,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,00 - 14 Years,Length of stay not stated,24
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Total foreign born population,96
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Less than 1 year,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,15 - 59 Years,1 – 5 years,32
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,15 - 59 Years,6 – 10 years,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,15 - 59 Years,More than 10 years,48
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Length of stay not stated,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,60+ Years,Total foreign born population,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,60+ Years,Less than 1 year,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,60+ Years,1 – 5 years,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,60+ Years,6 – 10 years,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,60+ Years,More than 10 years,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,60+ Years,Length of stay not stated,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,Total foreign born population,71
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,Less than 1 year,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,1 – 5 years,24
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,6 – 10 years,32
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,More than 10 years,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,Length of stay not stated,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Total foreign born population,180
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Less than 1 year,33
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,1 – 5 years,58
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,6 – 10 years,17
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,More than 10 years,65
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Length of stay not stated,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,60+ Years,Total foreign born population,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,60+ Years,Less than 1 year,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,60+ Years,1 – 5 years,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,60+ Years,6 – 10 years,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,60+ Years,More than 10 years,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,60+ Years,Length of stay not stated,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,Total foreign born population,70
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,Less than 1 year,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,1 – 5 years,16
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,6 – 10 years,39
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,More than 10 years,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,Length of stay not stated,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Total foreign born population,216
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Less than 1 year,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,1 – 5 years,40
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,6 – 10 years,16
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,More than 10 years,152
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Length of stay not stated,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,60+ Years,Total foreign born population,23
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,60+ Years,Less than 1 year,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,60+ Years,1 – 5 years,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,60+ Years,6 – 10 years,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,60+ Years,More than 10 years,23
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,60+ Years,Length of stay not stated,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,Total foreign born population,247
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,Less than 1 year,27
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,1 – 5 years,91
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,6 – 10 years,42
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,More than 10 years,35
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,Length of stay not stated,52
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Total foreign born population,528
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Less than 1 year,36
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,1 – 5 years,127
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,6 – 10 years,69
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,More than 10 years,261
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Length of stay not stated,34
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,60+ Years,Total foreign born population,26
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,60+ Years,Less than 1 year,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,60+ Years,1 – 5 years,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,60+ Years,6 – 10 years,1
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,60+ Years,More than 10 years,25
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,60+ Years,Length of stay not stated,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,Total foreign born population,213
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,Less than 1 year,18
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,1 – 5 years,61
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,6 – 10 years,62
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,More than 10 years,29
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,Length of stay not stated,42
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Total foreign born population,586
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Less than 1 year,32
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,1 – 5 years,90
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,6 – 10 years,104
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,More than 10 years,323
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Length of stay not stated,37
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,60+ Years,Total foreign born population,17
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,60+ Years,Less than 1 year,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,60+ Years,1 – 5 years,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,60+ Years,6 – 10 years,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,60+ Years,More than 10 years,17
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,60+ Years,Length of stay not stated,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,00 - 14 Years,Total foreign born population,52
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,00 - 14 Years,Less than 1 year,8
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,00 - 14 Years,1 – 5 years,32
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,00 - 14 Years,6 – 10 years,9
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,00 - 14 Years,More than 10 years,1
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,00 - 14 Years,Length of stay not stated,2
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,15 - 59 Years,Total foreign born population,87
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,15 - 59 Years,Less than 1 year,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,15 - 59 Years,1 – 5 years,6
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,15 - 59 Years,6 – 10 years,5
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,15 - 59 Years,More than 10 years,43
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,15 - 59 Years,Length of stay not stated,33
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,60+ Years,Total foreign born population,9
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,60+ Years,Less than 1 year,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,60+ Years,1 – 5 years,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,60+ Years,6 – 10 years,1
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,60+ Years,More than 10 years,8
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,60+ Years,Length of stay not stated,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,00 - 14 Years,Total foreign born population,72
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,00 - 14 Years,Less than 1 year,16
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,00 - 14 Years,1 – 5 years,39
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,00 - 14 Years,6 – 10 years,16
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,00 - 14 Years,More than 10 years,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,00 - 14 Years,Length of stay not stated,2
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Total foreign born population,401
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Less than 1 year,10
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,15 - 59 Years,1 – 5 years,38
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,15 - 59 Years,6 – 10 years,43
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,15 - 59 Years,More than 10 years,285
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Length of stay not stated,25
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,60+ Years,Total foreign born population,93
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,60+ Years,Less than 1 year,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,60+ Years,1 – 5 years,9
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,60+ Years,6 – 10 years,1
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,60+ Years,More than 10 years,78
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,60+ Years,Length of stay not stated,6
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Male,00 - 14 Years,Total foreign born population,223
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Male,00 - 14 Years,Less than 1 year,32
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Male,00 - 14 Years,1 – 5 years,64
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Male,00 - 14 Years,6 – 10 years,40
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Male,00 - 14 Years,More than 10 years,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Male,00 - 14 Years,Length of stay not stated,88
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Male,15 - 59 Years,Total foreign born population,100
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Male,15 - 59 Years,Less than 1 year,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Male,15 - 59 Years,1 – 5 years,17
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Male,15 - 59 Years,6 – 10 years,25
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Male,15 - 59 Years,More than 10 years,50
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Male,15 - 59 Years,Length of stay not stated,9
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Male,60+ Years,Total foreign born population,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Male,60+ Years,Less than 1 year,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Male,60+ Years,1 – 5 years,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Male,60+ Years,6 – 10 years,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Male,60+ Years,More than 10 years,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Male,60+ Years,Length of stay not stated,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Female,00 - 14 Years,Total foreign born population,217
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Female,00 - 14 Years,Less than 1 year,26
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Female,00 - 14 Years,1 – 5 years,67
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Female,00 - 14 Years,6 – 10 years,33
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Female,00 - 14 Years,More than 10 years,16
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Female,00 - 14 Years,Length of stay not stated,76
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Total foreign born population,145
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Less than 1 year,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Female,15 - 59 Years,1 – 5 years,40
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Female,15 - 59 Years,6 – 10 years,8
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Female,15 - 59 Years,More than 10 years,72
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Length of stay not stated,25
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Female,60+ Years,Total foreign born population,8
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Female,60+ Years,Less than 1 year,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Female,60+ Years,1 – 5 years,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Female,60+ Years,6 – 10 years,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Female,60+ Years,More than 10 years,8
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Female,60+ Years,Length of stay not stated,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,00 - 14 Years,Total foreign born population,80
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,00 - 14 Years,Less than 1 year,16
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,00 - 14 Years,1 – 5 years,56
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,00 - 14 Years,6 – 10 years,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,00 - 14 Years,More than 10 years,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,00 - 14 Years,Length of stay not stated,8
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,15 - 59 Years,Total foreign born population,47
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,15 - 59 Years,Less than 1 year,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,15 - 59 Years,1 – 5 years,31
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,15 - 59 Years,6 – 10 years,8
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,15 - 59 Years,More than 10 years,8
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,15 - 59 Years,Length of stay not stated,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,60+ Years,Total foreign born population,15
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,60+ Years,Less than 1 year,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,60+ Years,1 – 5 years,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,60+ Years,6 – 10 years,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,60+ Years,More than 10 years,15
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,60+ Years,Length of stay not stated,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,00 - 14 Years,Total foreign born population,95
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,00 - 14 Years,Less than 1 year,8
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,00 - 14 Years,1 – 5 years,32
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,00 - 14 Years,6 – 10 years,16
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,00 - 14 Years,More than 10 years,8
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,00 - 14 Years,Length of stay not stated,32
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Total foreign born population,82
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Less than 1 year,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,15 - 59 Years,1 – 5 years,41
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,15 - 59 Years,6 – 10 years,8
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,15 - 59 Years,More than 10 years,25
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Length of stay not stated,8
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,60+ Years,Total foreign born population,8
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,60+ Years,Less than 1 year,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,60+ Years,1 – 5 years,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,60+ Years,6 – 10 years,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,60+ Years,More than 10 years,8
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,60+ Years,Length of stay not stated,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Total foreign born population,640
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Less than 1 year,25
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,1 – 5 years,332
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,6 – 10 years,162
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,More than 10 years,24
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Length of stay not stated,97
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Total foreign born population,1797
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Less than 1 year,56
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,1 – 5 years,304
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,6 – 10 years,224
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,More than 10 years,971
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Length of stay not stated,241
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,Total foreign born population,305
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,Less than 1 year,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,1 – 5 years,33
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,6 – 10 years,24
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,More than 10 years,216
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,Length of stay not stated,32
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Total foreign born population,527
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Less than 1 year,32
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,1 – 5 years,269
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,6 – 10 years,121
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,More than 10 years,8
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Length of stay not stated,98
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Total foreign born population,11686
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Less than 1 year,179
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,1 – 5 years,1692
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,6 – 10 years,1498
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,More than 10 years,5738
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Length of stay not stated,2578
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,Total foreign born population,1408
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,Less than 1 year,8
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,1 – 5 years,16
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,6 – 10 years,8
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,More than 10 years,1029
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,Length of stay not stated,346
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,00 - 14 Years,Total foreign born population,201
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,00 - 14 Years,Less than 1 year,1
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,00 - 14 Years,1 – 5 years,87
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,00 - 14 Years,6 – 10 years,58
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,00 - 14 Years,More than 10 years,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,00 - 14 Years,Length of stay not stated,56
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,Total foreign born population,1685
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,Less than 1 year,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,1 – 5 years,420
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,6 – 10 years,231
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,More than 10 years,807
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,Length of stay not stated,226
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,Total foreign born population,319
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,Less than 1 year,8
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,1 – 5 years,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,6 – 10 years,9
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,More than 10 years,277
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,Length of stay not stated,25
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,00 - 14 Years,Total foreign born population,374
