District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Gender,Age-Group,Indicator,Value
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,25 - 29 Years,Marriage,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,25 - 29 Years,Dependent,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,25 - 29 Years,Conflict,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,25 - 29 Years,Others,49
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,25 - 29 Years,Reasons not Stated,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,30 - 34 Years,Agriculture,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,30 - 34 Years,Business,32
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,30 - 34 Years,Service,71
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,30 - 34 Years,Study,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,30 - 34 Years,Marriage,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,30 - 34 Years,Dependent,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,30 - 34 Years,Conflict,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,30 - 34 Years,Others,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,30 - 34 Years,Reasons not Stated,16
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,35 - 39 Years,Agriculture,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,35 - 39 Years,Business,24
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,35 - 39 Years,Service,48
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,35 - 39 Years,Study,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,35 - 39 Years,Marriage,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,35 - 39 Years,Dependent,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,35 - 39 Years,Conflict,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,35 - 39 Years,Others,16
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,35 - 39 Years,Reasons not Stated,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,40 - 44 Years,Agriculture,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,40 - 44 Years,Business,16
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,40 - 44 Years,Service,40
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,40 - 44 Years,Study,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,40 - 44 Years,Marriage,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,40 - 44 Years,Dependent,16
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,40 - 44 Years,Conflict,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,40 - 44 Years,Others,32
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,40 - 44 Years,Reasons not Stated,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,45 - 49 Years,Agriculture,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,45 - 49 Years,Business,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,45 - 49 Years,Service,31
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,45 - 49 Years,Study,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,45 - 49 Years,Marriage,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,45 - 49 Years,Dependent,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,45 - 49 Years,Conflict,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,45 - 49 Years,Others,23
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,45 - 49 Years,Reasons not Stated,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,50 - 54 Years,Agriculture,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,50 - 54 Years,Business,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,50 - 54 Years,Service,9
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,50 - 54 Years,Study,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,50 - 54 Years,Marriage,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,50 - 54 Years,Dependent,9
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,50 - 54 Years,Conflict,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,50 - 54 Years,Others,18
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,50 - 54 Years,Reasons not Stated,9
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,55 - 59 Years,Agriculture,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,55 - 59 Years,Business,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,55 - 59 Years,Service,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,55 - 59 Years,Study,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,55 - 59 Years,Marriage,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,55 - 59 Years,Dependent,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,55 - 59 Years,Conflict,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,55 - 59 Years,Others,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,55 - 59 Years,Reasons not Stated,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,60 - 64 Years,Agriculture,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,60 - 64 Years,Business,17
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,60 - 64 Years,Service,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,60 - 64 Years,Study,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,60 - 64 Years,Marriage,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,60 - 64 Years,Dependent,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,60 - 64 Years,Conflict,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,60 - 64 Years,Others,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,60 - 64 Years,Reasons not Stated,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,65 - 69 Years,Agriculture,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,65 - 69 Years,Business,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,65 - 69 Years,Service,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,65 - 69 Years,Study,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,65 - 69 Years,Marriage,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,65 - 69 Years,Dependent,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,65 - 69 Years,Conflict,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,65 - 69 Years,Others,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,65 - 69 Years,Reasons not Stated,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,70 - 74 Years,Agriculture,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,70 - 74 Years,Business,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,70 - 74 Years,Service,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,70 - 74 Years,Study,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,70 - 74 Years,Marriage,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,70 - 74 Years,Dependent,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,70 - 74 Years,Conflict,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,70 - 74 Years,Others,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,70 - 74 Years,Reasons not Stated,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,75+ Years,Agriculture,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,75+ Years,Business,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,75+ Years,Service,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,75+ Years,Study,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,75+ Years,Marriage,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,75+ Years,Dependent,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,75+ Years,Conflict,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,75+ Years,Others,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,75+ Years,Reasons not Stated,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,00 - 04 Years,Agriculture,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,00 - 04 Years,Business,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,00 - 04 Years,Service,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,00 - 04 Years,Study,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,00 - 04 Years,Marriage,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,00 - 04 Years,Dependent,25
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,00 - 04 Years,Conflict,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,00 - 04 Years,Others,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,00 - 04 Years,Reasons not Stated,17
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,05 - 09 Years,Agriculture,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,05 - 09 Years,Business,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,05 - 09 Years,Service,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,05 - 09 Years,Study,16
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,05 - 09 Years,Marriage,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,05 - 09 Years,Dependent,55
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,05 - 09 Years,Conflict,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,05 - 09 Years,Others,16
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,05 - 09 Years,Reasons not Stated,16
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,10 - 14 Years,Agriculture,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,10 - 14 Years,Business,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,10 - 14 Years,Service,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,10 - 14 Years,Study,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,10 - 14 Years,Marriage,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,10 - 14 Years,Dependent,16
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,10 - 14 Years,Conflict,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,10 - 14 Years,Others,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,10 - 14 Years,Reasons not Stated,24
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,15 - 19 Years,Agriculture,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,15 - 19 Years,Business,17
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,15 - 19 Years,Service,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,15 - 19 Years,Study,50
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,15 - 19 Years,Marriage,300
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,15 - 19 Years,Dependent,33
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,15 - 19 Years,Conflict,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,15 - 19 Years,Others,17
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,15 - 19 Years,Reasons not Stated,33
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,20 - 24 Years,Agriculture,24
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,20 - 24 Years,Business,16
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,20 - 24 Years,Service,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,20 - 24 Years,Study,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,20 - 24 Years,Marriage,641
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,20 - 24 Years,Dependent,24
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,20 - 24 Years,Conflict,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,20 - 24 Years,Others,16
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,20 - 24 Years,Reasons not Stated,112
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,25 - 29 Years,Agriculture,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,25 - 29 Years,Business,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,25 - 29 Years,Service,24
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,25 - 29 Years,Study,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,25 - 29 Years,Marriage,759
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,25 - 29 Years,Dependent,32
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,25 - 29 Years,Conflict,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,25 - 29 Years,Others,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,25 - 29 Years,Reasons not Stated,57
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,30 - 34 Years,Agriculture,16
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,30 - 34 Years,Business,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,30 - 34 Years,Service,31
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,30 - 34 Years,Study,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,30 - 34 Years,Marriage,533
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,30 - 34 Years,Dependent,16
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,30 - 34 Years,Conflict,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,30 - 34 Years,Others,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,30 - 34 Years,Reasons not Stated,16
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,35 - 39 Years,Agriculture,16
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,35 - 39 Years,Business,16
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,35 - 39 Years,Service,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,35 - 39 Years,Study,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,35 - 39 Years,Marriage,385
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,35 - 39 Years,Dependent,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,35 - 39 Years,Conflict,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,35 - 39 Years,Others,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,35 - 39 Years,Reasons not Stated,47
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,40 - 44 Years,Agriculture,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,40 - 44 Years,Business,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,40 - 44 Years,Service,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,40 - 44 Years,Study,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,40 - 44 Years,Marriage,407
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,40 - 44 Years,Dependent,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,40 - 44 Years,Conflict,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,40 - 44 Years,Others,16
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,40 - 44 Years,Reasons not Stated,40
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,45 - 49 Years,Agriculture,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,45 - 49 Years,Business,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,45 - 49 Years,Service,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,45 - 49 Years,Study,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,45 - 49 Years,Marriage,314
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,45 - 49 Years,Dependent,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,45 - 49 Years,Conflict,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,45 - 49 Years,Others,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,45 - 49 Years,Reasons not Stated,50
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,50 - 54 Years,Agriculture,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,50 - 54 Years,Business,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,50 - 54 Years,Service,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,50 - 54 Years,Study,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,50 - 54 Years,Marriage,260
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,50 - 54 Years,Dependent,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,50 - 54 Years,Conflict,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,50 - 54 Years,Others,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,50 - 54 Years,Reasons not Stated,25
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,55 - 59 Years,Agriculture,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,55 - 59 Years,Business,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,55 - 59 Years,Service,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,55 - 59 Years,Study,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,55 - 59 Years,Marriage,184
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,55 - 59 Years,Dependent,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,55 - 59 Years,Conflict,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,55 - 59 Years,Others,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,55 - 59 Years,Reasons not Stated,25
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,60 - 64 Years,Agriculture,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,60 - 64 Years,Business,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,60 - 64 Years,Service,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,60 - 64 Years,Study,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,60 - 64 Years,Marriage,296
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,60 - 64 Years,Dependent,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,60 - 64 Years,Conflict,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,60 - 64 Years,Others,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,60 - 64 Years,Reasons not Stated,66
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,65 - 69 Years,Agriculture,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,65 - 69 Years,Business,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,65 - 69 Years,Service,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,65 - 69 Years,Study,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,65 - 69 Years,Marriage,143
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,65 - 69 Years,Dependent,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,65 - 69 Years,Conflict,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,65 - 69 Years,Others,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,65 - 69 Years,Reasons not Stated,16
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,70 - 74 Years,Agriculture,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,70 - 74 Years,Business,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,70 - 74 Years,Service,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,70 - 74 Years,Study,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,70 - 74 Years,Marriage,108
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,70 - 74 Years,Dependent,7
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,70 - 74 Years,Conflict,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,70 - 74 Years,Others,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,70 - 74 Years,Reasons not Stated,14
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,75+ Years,Agriculture,9
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,75+ Years,Business,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,75+ Years,Service,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,75+ Years,Study,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,75+ Years,Marriage,125
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,75+ Years,Dependent,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,75+ Years,Conflict,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,75+ Years,Others,9
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,75+ Years,Reasons not Stated,18
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,00 - 04 Years,Agriculture,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,00 - 04 Years,Business,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,00 - 04 Years,Service,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,00 - 04 Years,Study,16
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,00 - 04 Years,Marriage,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,00 - 04 Years,Dependent,31
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,00 - 04 Years,Conflict,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,00 - 04 Years,Others,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,00 - 04 Years,Reasons not Stated,24
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,05 - 09 Years,Agriculture,0
